line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
309;aog;Angoram;Angoram language;;paa-lsp;Lower Sepik;;;;Latn;
310;aoh;Arma;Arma language;;sai-chc;Chocoan;;;;Latn;
311;aoi;Anindilyakwa;Anindilyakwa language;;aus-arn;Arnhem;;;;Latn;Enindhilyagwa
312;aoj;Mufian;Mufian language;;qfa-tor;Torricelli;;;;Latn;
313;aok;Arhö;Arhö language;;poz-cln;New Caledonian;;;;Latn;
314;aol;Alor;Alor language;;poz;Malayo-Polynesian;;;;Latn;Alorese
315;aom;Ömie;Ömie language;;ngf;Trans-New Guinea;;;;Latn;
316;aon;Bumbita Arapesh;Bumbita Arapesh language;;qfa-tor;Torricelli;;;;Latn;
317;aor;Aore;Aore language;;poz-vnc;North-Central Vanuatu;;;;Latn;
318;aos;Taikat;Taikat language;;paa;Papuan;;;;Latn;
319;aot;Atong (India);Atong (India) language;;tbq;Tibeto-Burman;;;;Latn;Atong,A'tong
320;aou;A'ou;A'ou language;;qfa-tak;Tai-Kadai;;;;Latn;Ayo,A'ou Gelao
321;aox;Atorada;Atorada language;;awd;Arawakan;;;;Latn;
322;aoz;Uab Meto;Uab Meto language;;plf;Central Malayo-Polynesian;;;;Latn;
323;apa-pro;Proto-Apachean;Proto-Apachean language;reconstructed;apa;Apachean;;;exceptional;Latinx;Proto-Apache,Proto-Southern Athabaskan
324;apb;Sa'a;Sa'a language;;poz-sls;Southeast Solomonic;;;;Latn;South Malaita,Apae'aa
325;apc;North Levantine Arabic;North Levantine Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
326;apd;Sudanese Arabic;Sudanese Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
327;ape;Bukiyip;Bukiyip language;;qfa-tor;Torricelli;;;;Latn;
328;apf;Pahanan Agta;Pahanan Agta language;;phi;Philippine;;;;Latn;
329;apg;Ampanang;Ampanang language;;poz;Malayo-Polynesian;;;;Latn;
330;aph;Athpare;Athpare language;;tbq;Tibeto-Burman;;;;Deva,Latn;Athpariya
331;api;Apiaká;Apiaká language;;tup-gua;Tupi-Guarani;;;;Latn;Apiacá
332;apj;Jicarilla;Jicarilla language;;apa;Apachean;;;;Latn;Jicarilla Apache
333;apk;Plains Apache;Plains Apache language;;apa;Apachean;;;;Latn;Kiowa Apache
334;apl;Lipan;Lipan language;;apa;Apachean;;;;Latn;Lipan Apache
335;apm;Chiricahua;Chiricahua language;;apa;Apachean;;;;Latn;Mescalero,Mescalero-Chiricahua Apache
336;apn;Apinayé;Apinayé language;;sai-mje;Macro-Jê;;;;Latn;Apinajé,Apinagé,Apinaye,Apinaje,Apinage
337;apo;Ambul;Ambul language;;poz-ocw;Western Oceanic;;;;Latn;
338;app;Apma;Apma language;;poz-vnc;North-Central Vanuatu;;;;Latn;
339;apq;A-Pucikwar;A-Pucikwar language;;qfa-adm;Andamanese;;;;Latn;Pucikwar,Puchikwar,Aka-Pucikwar,Pujjukar,Bójigiáb,Bojigiab,Bojigyab
340;apr;Arop-Lokep;Arop-Lokep language;;poz-ocw;Western Oceanic;;;;Latn;
341;aps;Arop-Sissano;Arop-Sissano language;;poz-ocw;Western Oceanic;;;;Latn;
342;apt;Apatani;Apatani language;;sit-tan;Tani;;;;Latn;Apa Tani,Tanii
343;apu;Apurinã;Apurinã language;;awd;Arawakan;;;;Latn;
344;apv;Alapmunte;Alapmunte language;;sai-nmk;Nambikwaran;;;;Latn;
345;apw;Western Apache;Western Apache language;;apa;Apachean;;;;Latn;
346;apx;Aputai;Aputai language;;poz;Malayo-Polynesian;;;;Latn;
347;apy;Apalaí;Apalaí language;;sai-car;Cariban;;;;Latn;Apalai
348;apz;Safeyoka;Safeyoka language;;ngf;Trans-New Guinea;;;;Latn;
349;aqc;Archi;Archi language;;cau-lzg;Lezghian;;;;Cyrl;
350;aqd;Ampari Dogon;Ampari Dogon language;;qfa-dgn;Dogon;;;;Latn;
351;aqg;Arigidi;Arigidi language;;alv-von;Volta-Niger;;;;Latn;
352;aql-pro;Proto-Algic;Proto-Algic language;reconstructed;aql;Algic;sortkey;;exceptional;Latinx;
353;aqm;Atohwaim;Atohwaim language;;phi;Philippine;;;;Latn;
354;aqn;Northern Alta;Northern Alta language;;phi;Philippine;;;;Latn;
355;aqp;Atakapa;Atakapa language;;;;;;Latn;Akokisa,Orcoquiza,Eastern Atakapa,Western Atakapa
356;aqr;Arhâ;Arhâ language;;poz-cln;New Caledonian;;;;Latn;
357;aqt;Angaité;Angaité language;;sai-mas;Mascoian;;;;Latn;
358;aqz;Akuntsu;Akuntsu language;;tup;Tupian;;;;Latn;
359;ar;Arabic;Arabic language;;sem-arb;Arabic;;autodetect;;Arab,Brai;Modern Standard Arabic,Standard Arabic,Literary Arabic,Classical Arabic
360;arc;Aramaic;Aramaic language;;sem-ara;Aramaic;;autodetect;;Hebr,Armi,Syrc,Palm,Nbat,Phnx,Mand,Samr;Imperial Aramaic,Official Aramaic,Biblical Aramaic
361;ard;Arabana;Arabana language;;aus-kar;Karnic;;;;Latn;
362;are;Western Arrernte;Western Arrernte language;;aus-pam;Pama-Nyungan;;;;Latn;
363;arh;Arhuaco;Arhuaco language;;cba;Chibchan;;;;Latn;Ika
364;ari;Arikara;Arikara language;;cdd;Caddoan;;;;Latn;
365;arj;Arapaso;Arapaso language;;sai-tuc;Tucanoan;;;;Latn;
366;ark;Arikapú;Arikapú language;;sai-mje;Macro-Jê;;;;Latn;
367;arl;Arabela;Arabela language;;sai-zap;Zaparoan;;;;Latn;
368;arn;Mapudungun;Mapudungun language;;sai-ara;Araucanian;;;;Latn;Mapuche,Mapudungün,Mapuzugün,Mapudungu,Araucanian
369;aro;Araona;Araona language;;sai-tac;Tacanan;;;;Latn;
370;arp;Arapaho;Arapaho language;;alg;Algonquian;;;;Latn;
371;arq;Algerian Arabic;Algerian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
372;arr;Arara-Karo;Arara-Karo language;;tup;Tupian;;;;Latn;Karo,Karo (Brazil),Ramarama,Itanga,Itogapuc,Itogapúk,Ntogapid,Ntogapig,Arára,Arára de Rondonia,Arára do Jiparaná,Arara-Karo,Uruku,Urukú
373;ars;Najdi Arabic;Najdi Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
374;art-blk;Bolak;Bolak language;appendix-constructed;art;constructed;;;exceptional;Latn;
375;art-bsp;Black Speech;Black Speech language;appendix-constructed;art;constructed;;;exceptional;Latn,Teng;
376;art-com;Communicationssprache;Communicationssprache language;appendix-constructed;art;constructed;;;exceptional;Latn;
377;art-dtk;Dothraki;Dothraki language;appendix-constructed;art;constructed;;;exceptional;Latn;
378;art-elo;Eloi;Eloi language;appendix-constructed;art;constructed;;;exceptional;Latn;
379;art-gld;Goa'uld;Goa'uld language;appendix-constructed;art;constructed;;;exceptional;Latn,Egyp,Mero;
380;art-lap;Lapine;Lapine language;appendix-constructed;art;constructed;;;exceptional;Latn;
381;art-man;Mandalorian;Mandalorian language;appendix-constructed;art;constructed;;;exceptional;Latn;
382;art-mun;Mundolinco;Mundolinco language;appendix-constructed;art;constructed;;;exceptional;Latn;
383;art-nav;Na'vi;Na'vi language;appendix-constructed;art;constructed;;;exceptional;Latn;
384;art-nox;Noxilo;Noxilo language;appendix-constructed;art;constructed;;;exceptional;Latn;
385;art-top;Toki Pona;Toki Pona language;appendix-constructed;art;constructed;;;exceptional;Latn;
386;art-una;Unas;Unas language;appendix-constructed;art;constructed;;;exceptional;Latn;
387;aru;Arua;Arua language;;auf;Arauan;;;;Latn;Aruá,Arawa,Arawá
388;arv;Arbore;Arbore language;;cus;Cushitic;;;;Latn;
389;arw;Arawak;Arawak language;;awd;Arawakan;;;;Latn;
390;arx;Aruá;Aruá language;;tup;Tupian;;;;;Arua,Aruashi,Aruáshi,Aruachi
391;ary;Moroccan Arabic;Moroccan Arabic language;;sem-arb;Arabic;;autodetect;;Arab,Latn;
392;arz;Egyptian Arabic;Egyptian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
393;as;Assamese;Assamese language;;inc;Indo-Aryan;;;;Beng;
394;asa;Pare;Pare language;;bnt;Bantu;;;;Latn;Asu,Asu (Tanzania),Chasu,Kipare,Southern Pare,South Pare
395;asb;Assiniboine;Assiniboine language;;sio;Siouan;;;;Latn;
396;asc;Casuarina Coast Asmat;Casuarina Coast Asmat language;;ngf;Trans-New Guinea;;;;Latn;
397;asd;Asas;Asas language;;ngf-mad;Madang;;;;Latn;
398;ase;American Sign Language;American Sign Language;;sgn;sign;;;;Sgnw;Ameslan,ASL
399;asf;Auslan;Auslan language;;;;;;;Australian Sign Language
400;asg;Cishingini;Cishingini language;;nic-knj;Kainji;;;;Latn;Shingini
401;ash;Abishira;Abishira language;;qfa-iso;isolate;;;;;Tequiraca,Tekiráka,Abishira,Avishiri,Auishiri,Agouisiri,Avirxiri,Abiquira,Abigira,Aiwa,Aewa
402;asi;Buruwai;Buruwai language;;ngf;Trans-New Guinea;;;;Latn;
403;asj;Nsari;Nsari language;;nic-bod;Bantoid;;;;Latn;Sari,Saari
404;ask;Ashkun;Ashkun language;;iir-nur;Nuristani;;;;Arab,Latn;
405;asl;Asilulu;Asilulu language;;plf;Central Malayo-Polynesian;;;;Latn;
406;asn;Xingú Asuriní;Xingú Asuriní language;;tup-gua;Tupi-Guarani;;;;Latn;
407;aso;Dano;Dano language;;ngf;Trans-New Guinea;;;;Latn;
408;asp;Algerian Sign Language;Algerian Sign Language;;sgn;sign;;;;;
409;asq;Austrian Sign Language;Austrian Sign Language;;sgn;sign;;;;;
410;asr;Asuri;Asuri language;;mun;Munda;;;;Latn;Asur
411;ass;Ipulo;Ipulo language;;nic-bod;Bantoid;;;;Latn;
412;ast;Asturian;Asturian language;;roa;Romance;;;;Latn;
413;asu;Tocantins Asurini;Tocantins Asurini language;;tup-gua;Tupi-Guarani;;;;Latn;Asurini,Asuriní,Asuriní of Tocantins,Asuriní do Tocantins,Akwawa,Akwáwa
414;asv;Asoa;Asoa language;;csu;Central Sudanic;;;;Latn;
415;asw;Australian Aboriginal Sign Language;Australian Aboriginal Sign Language;;sgn;sign;;;;;Australian Aborigines Sign Language
416;asx;Muratayak;Muratayak language;;ngf-fin;Finisterre;;;;Latn;
417;asy;Yaosakor Asmat;Yaosakor Asmat language;;ngf;Trans-New Guinea;;;;Latn;
418;asz;As;As language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
419;ata;Pele-Ata;Pele-Ata language;;;;;;Latn;
420;atb;Zaiwa;Zaiwa language;;tbq-brm;Burmish;;;;Latn;
421;atc;Atsahuaca;Atsahuaca language;;sai-pan;Panoan;;;;Latn;
422;atd;Ata Manobo;Ata Manobo language;;phi;Philippine;;;;Latn;
423;ate;Atemble;Atemble language;;ngf-mad;Madang;;;;Latn;
424;atg;Okpela;Okpela language;;alv-edo;Edoid;;;;Latn;Ivbie North,Arhe,Ivbie North-Okpela-Arhe
425;ath-nic;Nicola;Nicola language;;ath;Athabaskan;;;exceptional;Latn;
426;ath-pro;Proto-Athabaskan;Proto-Athabaskan language;reconstructed;ath;Athabaskan;;;exceptional;Latinx;
427;ati;Attié;Attié language;;alv-kwa;Kwa;;;;Latn;
428;atj;Atikamekw;Atikamekw language;;alg;Algonquian;;;;Latn;
429;atk;Ati;Ati language;;phi;Philippine;;;;Latn;
430;atl;Mt. Iraya Agta;Mt. Iraya Agta language;;phi;Philippine;;;;Latn;
431;atm;Ata;Ata language;;phi;Philippine;;;;Latn;
432;atn;Ashtiani;Ashtiani language;;ira;Iranian;;;;fa-Arab;
433;ato;Atong (Cameroon);Atong (Cameroon) language;;nic-grf;Grassfields;;;;Latn;Atoŋ,Atong
434;atp;Pudtol Atta;Pudtol Atta language;;phi;Philippine;;;;Latn;
435;atq;Aralle-Tabulahan;Aralle-Tabulahan language;;poz-ssw;South Sulawesi;;;;Latn;
436;atr;Waimiri-Atroari;Waimiri-Atroari language;;sai-car;Cariban;;;;Latn;
437;ats;Gros Ventre;Gros Ventre language;;alg;Algonquian;;;;Latn;Atsina
438;att;Pamplona Atta;Pamplona Atta language;;phi;Philippine;;;;Latn;
439;atu;Reel;Reel language;;sdv;Eastern Sudanic;;;;Latn;
440;atv;Northern Altai;Northern Altai language;;trk;Turkic;;;;Cyrl;Northern Altay,Altai,Altay
441;atw;Atsugewi;Atsugewi language;;nai-pal;Palaihnihan;;;;Latn;Atsugé
442;atx;Arutani;Arutani language;;;;;;Latn;
443;aty;Aneityum;Aneityum language;;poz-oce;Oceanic;;;;Latn;
444;atz;Arta;Arta language;;phi;Philippine;;;;Latn;
445;aua;Asumboa;Asumboa language;;poz-oce;Oceanic;;;;Latn;
446;aub;Alugu;Alugu language;;tbq-lol;Loloish;;;;Latn;
447;auc;Huaorani;Huaorani language;;qfa-iso;isolate;;;;Latn;Waorani,Sabela,Wao,Huao,Aushiri,Ssabela,Wao Terero,Auka,Auca
448;aud;Anuta;Anuta language;;poz-pol;Polynesian;;;;Latn;
449;auf-pro;Proto-Arawa;Proto-Arawa language;reconstructed;auf;Arauan;;;exceptional;Latinx;Proto-Arawan,Proto-Arauan
450;aug;Aguna;Aguna language;;nic-vco;Volta-Congo;;;;Latn;
451;auh;Aushi;Aushi language;;bnt;Bantu;;;;Latn;
452;aui;Anuki;Anuki language;;poz-ocw;Western Oceanic;;;;Latn;
453;auj;Augila;Augila language;;ber;Berber;;;;Latn,Arab,Tfng;Awjilah,Awjila
454;auk;Heyo;Heyo language;;qfa-tor;Torricelli;;;;Latn;
455;aul;Aulua;Aulua language;;poz-vnc;North-Central Vanuatu;;;;Latn;
456;aum;Asu;Asu language;;alv-von;Volta-Niger;;;;Latn;Abewa,Asu (Nigeria)
457;aun;Molmo One;Molmo One language;;qfa-tor;Torricelli;;;;Latn;
458;auo;Auyokawa;Auyokawa language;;cdc-wst;West Chadic;;;;Latn;
459;aup;Makayam;Makayam language;;ngf;Trans-New Guinea;;;;Latn;Tirio,Makaeyam,Aturu,Atura,Adulu
460;auq;Anus;Anus language;;poz-ocw;Western Oceanic;;;;Latn;A,Korur,Korurnus
461;aur;Aruek;Aruek language;;qfa-tor;Torricelli;;;;Latn;
462;aus-alu;Alungul;Alungul language;;aus-pmn;Paman;;;exceptional;Latn;Ogh-Alungul,Alngula
463;aus-and;Andjingith;Andjingith language;;aus-pmn;Paman;;;exceptional;Latn;Adithinngithigh
464;aus-ang;Angkula;Angkula language;;aus-pmn;Paman;;;exceptional;Latn;Ogh-Anggula,Anggula,Ogh-Anggul,Anggul
465;aus-arn-pro;Proto-Arnhem;Proto-Arnhem language;reconstructed;aus-arn;Arnhem;;;exceptional;Latinx;
466;aus-bra;Barranbinya;Barranbinya language;;aus-pmn;Paman;;;exceptional;Latn;Barranbinja,Baranbinya,Burranbinya,Burrumbiniya,Burrunbinya,Barrumbinya,Barren-binya,Parran-binye
467;aus-brm;Barunggam;Barunggam language;;aus-pmn;Paman;;;exceptional;Latn;
468;aus-bru;Bruny Island;Bruny Island language;;;;;exceptional;Latn;Bruny Island Tasmanian,Nuenonne,Nyunoni
469;aus-cww-pro;Proto-Central New South Wales;Proto-Central New South Wales language;reconstructed;aus-cww;Central New South Wales;;;exceptional;Latinx;
470;aus-dal-pro;Proto-Daly;Proto-Daly language;reconstructed;aus-dal;Daly;;;exceptional;Latinx;
471;aus-lsw;Little Swanport;Little Swanport language;;;;;exceptional;Latn;Little Swanport Tasmanian
472;aus-nyu-pro;Proto-Nyulnyulan;Proto-Nyulnyulan language;reconstructed;aus-nyu;Nyulnyulan;;;exceptional;Latinx;
473;aus-pam-pro;Proto-Pama-Nyungan;Proto-Pama-Nyungan language;reconstructed;aus-pam;Pama-Nyungan;;;exceptional;Latinx;
474;aus-par;Paredarerme;Paredarerme language;;;;;exceptional;Latn;Oyster Bay,Oyster Bay Tasmanian,Paritarami,Big River,Big River Tasmanian,Lairmairrener,Lemerina
475;aus-pee;Peerapper;Peerapper language;;;;;exceptional;Latn;Pirapa,Northwestern Tasmanian
476;aus-psl;Port Sorell;Port Sorell language;;;;;exceptional;Latn;Port Sorell Tasmanian
477;aus-pye;Pyemmairre;Pyemmairre language;;;;;exceptional;Latn;Northeastern Tasmanian,North East Tasmanian,Plangermaireener,Plangamerina,Cape Portland,Ben Lomond,Pipers River
478;aus-set;Southeast Tasmanian;Southeast Tasmanian language;;;;;exceptional;Latn;Mainland Southeast Tasmanian,Nuenonne,Nyunoni
479;aus-tom;Tommeginne;Tommeginne language;;;;;exceptional;Latn;Tommeeginnee,Northern Tasmanian
480;aus-too;Toogee;Toogee language;;;;;exceptional;Latn;Southwestern Tasmanian
481;aus-uwi;Uwinymil;Uwinymil language;;aus-arn;Arnhem;;;exceptional;Latn;Uwinjmil
482;aus-wdj-pro;Proto-Iwaidjan;Proto-Iwaidjan language;reconstructed;aus-wdj;Iwaidjan;;;exceptional;Latinx;
483;aus-won;Wong-gie;Wong-gie language;;aus-pam;Pama-Nyungan;;;exceptional;Latn;
484;aus-wul;Wulguru;Wulguru language;;aus-dyb;Dyirbalic;;;exceptional;Latn;Manbara,Wulgurugaba,Wulgurukaba,Nhawalgaba
485;aus-ynk;Yangkaal;Yangkaal language;;aus-tnk;Tangkic;;;exceptional;Latn;
486;aut;Austral;Austral language;;poz-pol;Polynesian;;;;Latn;
487;auu;Auye;Auye language;;ngf;Trans-New Guinea;;;;Latn;Auwje
488;auw;Awyi;Awyi language;;;;;;Latn;Awye
489;aux;Aurá;Aurá language;;tup-gua;Tupi-Guarani;;;;Latn;
490;auy;Auyana;Auyana language;;paa-kag;Kainantu-Goroka;;;;Latn;Awiyaana
491;auz;Uzbeki Arabic;Uzbeki Arabic language;;sem-arb;Arabic;;;;Arab;Uzbek Arabic
492;av;Avar;Avar language;;cau-nec;Northeast Caucasian;;autodetect;;Cyrl;Avaric
493;avb;Avau;Avau language;;poz-ocw;Western Oceanic;;;;Latn;
494;avd;Alviri-Vidari;Alviri-Vidari language;;ira-wes;Western Iranian;;;;fa-Arab;Alviri,Vidari
495;avi;Avikam;Avikam language;;alv-kwa;Kwa;;;;Latn;
496;avk;Kotava;Kotava language;appendix-constructed;art;constructed;;;;;
497;avl;Eastern Egyptian Bedawi Arabic;Eastern Egyptian Bedawi Arabic language;;sem-arb;Arabic;;autodetect;;Arab;Bedawi Arabic,Levantine Bedawi Arabic
498;avm;Angkamuthi;Angkamuthi language;;aus-pmn;Paman;;;;Latn;
499;avn;Avatime;Avatime language;;alv-kwa;Kwa;;;;Latn;
500;avo;Agavotaguerra;Agavotaguerra language;;awd;Arawakan;;;;Latn;
501;avs;Aushiri;Aushiri language;;sai-zap;Zaparoan;;;;Latn;
502;avt;Au;Au language;;qfa-tor;Torricelli;;;;Latn;
503;avu;Avokaya;Avokaya language;;csu;Central Sudanic;;;;Latn;
504;avv;Avá-Canoeiro;Avá-Canoeiro language;;tup-gua;Tupi-Guarani;;;;Latn;Avá,Canoe
505;awa;Awadhi;Awadhi language;;inc;Indo-Aryan;;;;Deva,Kthi,fa-Arab;
506;awb;Awa (New Guinea);Awa (New Guinea) language;;paa-kag;Kainantu-Goroka;;;;Latn;Awa,Awa (Papua New Guinea)
507;awc;Cicipu;Cicipu language;;nic-knj;Kainji;;;;Latn;Cipu
508;awd-ama;Amarizana;Amarizana language;;awd;Arawakan;;;exceptional;Latn;
509;awd-ana;Anauyá;Anauyá language;;awd;Arawakan;;;exceptional;Latn;Anauya
510;awd-apo;Apolista;Apolista language;;awd;Arawakan;;;exceptional;Latn;Lapachu
511;awd-cav;Cavere;Cavere language;;awd;Arawakan;;;exceptional;Latn;Cabre,Cabere,Cávere
512;awd-gnu;Guinau;Guinau language;;awd;Arawakan;;;exceptional;Latn;Guinao,Inao,Guniare,Quinhau,Guiano
513;awd-kar;Cariay;Cariay language;;awd;Arawakan;;;exceptional;Latn;Kariaí,Kariai,Cariyai,Carihiahy
514;awd-kaw;Kawishana;Kawishana language;;awd-nwk;Nawiki;;;exceptional;Latn;Cawishana,Cayuishana,Kaishana,Cauixana
515;awd-kus;Kustenau;Kustenau language;;awd;Arawakan;;;exceptional;Latn; Kustenaú,Custenau,Kutenabu
516;awd-man;Manao;Manao language;;awd;Arawakan;;;exceptional;Latn;
517;awd-mpr;Maypure;Maypure language;;awd;Arawakan;;;exceptional;Latn;Maipure
518;awd-mrt;Mariaté;Mariaté language;;awd-nwk;Nawiki;;;exceptional;Latn;Mariate
519;awd-nwk-pro;Proto-Nawiki;Proto-Nawiki language;reconstructed;awd-nwk;Nawiki;;;exceptional;Latn;Proto-Newiki
520;awd-pai;Paikoneka;Paikoneka language;;awd;Arawakan;;;exceptional;Latn;Paiconeca,Paicone
521;awd-pas;Passé;Passé language;;awd-nwk;Nawiki;;;exceptional;Latn;Pasé,Pazé
522;awd-pro;Proto-Arawakan;Proto-Arawakan language;reconstructed;awd;Arawakan;;;exceptional;Latn;Proto-Arawak,Proto-Maipurean,Proto-Maipuran
523;awd-she;Shebayo;Shebayo language;;awd;Arawakan;;;exceptional;Latn;Shebaya,Shebaye
524;awd-taa-pro;Proto-Ta-Arawakan;Proto-Ta-Arawakan language;reconstructed;awd-taa;Ta-Arawakan;;;exceptional;Latn;Proto-Ta-Arawak,Proto-Caribbean Northern Arawak
525;awd-wai;Wainumá;Wainumá language;;awd-nwk;Nawiki;;;exceptional;Latn;Wainuma,Wai,Waima,Wainumi,Wainambí,Waiwana,Waipi,Yanuma
526;awd-yum;Yumana;Yumana language;;awd-nwk;Nawiki;;;exceptional;Latn;Jumana
527;awe;Awetí;Awetí language;;tup;Tupian;;;;Latn;
528;awg;Anguthimri;Anguthimri language;;aus-pam;Pama-Nyungan;;;;Latn;Alngith,Leningitij,Mpakwithi
529;awh;Awbono;Awbono language;;ngf;Trans-New Guinea;;;;Latn;
530;awi;Aekyom;Aekyom language;;ngf;Trans-New Guinea;;;;Latn;Awin
531;awk;Awabakal;Awabakal language;;aus-pam;Pama-Nyungan;;;;Latn;
532;awm;Arawum;Arawum language;;ngf;Trans-New Guinea;;;;Latn;
533;awn;Awngi;Awngi language;;cus;Cushitic;;;;Ethi;
534;awo;Awak;Awak language;;alv;Atlantic-Congo;;;;Latn;
535;awr;Awera;Awera language;;paa-lkp;Lakes Plain;;;;Latn;
536;aws;South Awyu;South Awyu language;;ngf;Trans-New Guinea;;;;Latn;
537;awt;Araweté;Araweté language;;tup-gua;Tupi-Guarani;;;;Latn;
538;awu;Central Awyu;Central Awyu language;;ngf;Trans-New Guinea;;;;Latn;
539;awv;Jair Awyu;Jair Awyu language;;ngf;Trans-New Guinea;;;;Latn;
540;aww;Awun;Awun language;;paa-spk;Sepik;;;;Latn;
541;awx;Awara;Awara language;;ngf-fin;Finisterre;;;;Latn;
542;awy;Edera Awyu;Edera Awyu language;;ngf;Trans-New Guinea;;;;Latn;
543;axb;Abipon;Abipon language;;sai-guc;Guaicuruan;;;;Latn;Abipón,Callaga,Kalyaga
544;axe;Ayerrerenge;Ayerrerenge language;;aus-pam;Pama-Nyungan;;;;Latn;
545;axg;Mato Grosso Arára;Mato Grosso Arára language;;;;;;Latn;
546;axk;Aka (Central Africa);Aka (Central Africa) language;;bnt;Bantu;;;;Latn;Yaka,Yaka (Central African Republic),Aka,Beka
547;axl;Lower Southern Aranda;Lower Southern Aranda language;;aus-pam;Pama-Nyungan;;;;Latn;Lower Southern Arrernte,Southern Arrernte,Southern Aranda
548;axm;Middle Armenian;Middle Armenian language;;hyx;Armenian;;autodetect;;Armn;
549;axx;Xaragure;Xaragure language;;poz-cln;New Caledonian;;;;Latn;Xârâgurè
550;ay;Aymara;Aymara language;;sai-aym;Aymaran;;;;Latn;Southern Aymara,Central Aymara
551;aya;Awar;Awar language;;paa;Papuan;;;;Latn;
552;ayb;Ayizo;Ayizo language;;alv-von;Volta-Niger;;;;Latn;Ayizo Gbe
553;ayd;Ayabadhu;Ayabadhu language;;aus-pmn;Paman;;;;Latn;Ayapathu,Badhu
554;aye;Ayere;Ayere language;;alv-von;Volta-Niger;;;;Latn;
555;ayg;Nyanga (Togo);Nyanga (Togo) language;;alv-kwa;Kwa;;;;Latn;Nyanga,Ginyanga
556;ayh;Hadrami Arabic;Hadrami Arabic language;;sem-arb;Arabic;;autodetect;;Arab;Hadhrami Arabic
557;ayi;Leyigha;Leyigha language;;nic-bco;Benue-Congo;;;;Latn;
558;ayk;Akuku;Akuku language;;alv-edo;Edoid;;;;Latn;
559;ayl;Libyan Arabic;Libyan Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
560;ayn;Sanaani Arabic;Sanaani Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
561;ayo;Ayoreo;Ayoreo language;;sai-zam;Zamucoan;;;;Latn;Morotoco,Moro,Ayoweo,Ayoré,Pyeta Yovai
562;ayp;North Mesopotamian Arabic;North Mesopotamian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
563;ayq;Ayi;Ayi language;;paa-spk;Sepik;;;;Latn;Ayi (New Guinea),Ayi (Papua New Guinea)
564;ays;Sorsogon Ayta;Sorsogon Ayta language;;phi;Philippine;;;;Latn;
565;ayt;Bataan Ayta;Bataan Ayta language;;phi;Philippine;;;;Latn;Magbukun Ayta,Mariveleño
566;ayu;Ayu;Ayu language;;alv;Atlantic-Congo;;;;Latn;
567;ayy;Tayabas Ayta;Tayabas Ayta language;;phi;Philippine;;;;Latn;
568;ayz;Maybrat;Maybrat language;;;;;;Latn;Mai Brat,Ajamaru,Ayamaru
569;az;Azeri;Azeri language;;trk-ogz;Oghuz;;;;Latn,Cyrl,fa-Arab;Azerbaijani,Azari,Azeri Turkic,Azerbaijani Turkic,North Azerbaijani,South Azerbaijani,Afshar,Afshari,Afshar Azerbaijani,Afchar,Qashqa'i,Qashqai,Kashkay,Sonqor
570;aza;Azha;Azha language;;tbq-lol;Loloish;;;;Latn;
571;azc-caz;Cazcan;Cazcan language;;azc;Uto-Aztecan;;;exceptional;Latn;Caxcan,Kaskán
572;azc-cup-pro;Proto-Cupan;Proto-Cupan language;reconstructed;azc-cup;Cupan;;;exceptional;Latinx;
573;azc-ktn;Kitanemuk;Kitanemuk language;;azc-tak;Takic;;;exceptional;Latn;Gitanemuk
574;azc-nah-pro;Proto-Nahuan;Proto-Nahuan language;reconstructed;azc-nah;Nahuan;;;exceptional;Latinx;
575;azc-num-pro;Proto-Numic;Proto-Numic language;reconstructed;azc-num;Numic;;;exceptional;Latinx;
576;azc-pro;Proto-Uto-Aztecan;Proto-Uto-Aztecan language;reconstructed;azc;Uto-Aztecan;;;exceptional;Latinx;
577;azc-tak-pro;Proto-Takic;Proto-Takic language;reconstructed;azc-tak;Takic;;;exceptional;Latinx;
578;azc-tat;Tataviam;Tataviam language;;azc;Uto-Aztecan;;;exceptional;Latn;
579;azd;Eastern Durango Nahuatl;Eastern Durango Nahuatl language;;azc-nah;Nahuan;;;;Latn;
580;azg;San Pedro Amuzgos Amuzgo;San Pedro Amuzgos Amuzgo language;;omq;Oto-Manguean;;;;Latn;Upper Eastern Amuzgo,Oaxaca Amuzgo
581;azm;Ipalapa Amuzgo;Ipalapa Amuzgo language;;omq;Oto-Manguean;;;;Latn;Lower Eastern Amuzgo
582;azn;Western Durango Nahuatl;Western Durango Nahuatl language;;azc-nah;Nahuan;;;;Latn;
583;azo;Awing;Awing language;;nic-bod;Bantoid;;;;Latn;
584;azt;Faire Atta;Faire Atta language;;phi;Philippine;;;;Latn;
585;azz;Highland Puebla Nahuatl;Highland Puebla Nahuatl language;;azc-nah;Nahuan;;;;Latn;
586;ba;Bashkir;Bashkir language;;trk-kip;Kipchak;;;;Cyrl;
587;baa;Babatana;Babatana language;;poz-ocw;Western Oceanic;;;;Latn;Mbambatana,Bambatana
